Term code,Term,Course number,Course title,Course section number,Instruction mode,Total enrollment
1198,Fall 2019,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1198,Fall 2019,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1198,Fall 2019,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1202,Jan-20,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,20
1204,Spring 2020,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1204,Spring 2020,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1206,Summer 2020,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,56
1206,Summer 2020,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1208,Fall 2020,QUAN26259,Quantum Mechanics,QUAN26259_1,Online Hybrid,92
1212,Jan-21,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,30
1212,Jan-21,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,2
1212,Jan-21,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,78
1214,Spring 2021,QUAN26259,Quantum Mechanics,QUAN26259_1,Independent Studies,6
1214,Spring 2021,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,23
1216,Summer 2021,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1218,Fall 2021,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1218,Fall 2021,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,139
1218,Fall 2021,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1222,Jan-22,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,62
1222,Jan-22,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,24
1224,Spring 2022,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,9
1226,Summer 2022,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1226,Summer 2022,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,102
1226,Summer 2022,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,64
1228,Fall 2022,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1228,Fall 2022,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1232,Jan-23,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1232,Jan-23,QUAN26259,Quantum Mechanics,QUAN26259_2,Online Hybrid,17
1234,Spring 2023,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,101
1234,Spring 2023,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
904,Spring 1990,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,141
904,Spring 1990,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
906,Summer 1990,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
906,Summer 1990,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,185
906,Summer 1990,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
908,Fall 1990,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,137
908,Fall 1990,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,1
914,Spring 1991,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
916,Summer 1991,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
918,Fall 1991,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,8
924,Spring 1992,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
924,Spring 1992,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,90
926,Summer 1992,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
926,Summer 1992,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,35
928,Fall 1992,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
928,Fall 1992,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
934,Spring 1993,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,87
934,Spring 1993,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,29
934,Spring 1993,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,163
936,Summer 1993,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
936,Summer 1993,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,71
936,Summer 1993,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,41
938,Fall 1993,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,1
938,Fall 1993,EXOP56809,Exoplanet Habitability,EXOP56809_2,Independent Studies,1
938,Fall 1993,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
944,Spring 1994,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,71
946,Summer 1994,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,38
946,Summer 1994,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,42
946,Summer 1994,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
948,Fall 1994,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,43
948,Fall 1994,EXOP56809,Exoplanet Habitability,EXOP56809_2,Independent Studies,1
954,Spring 1995,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,36
956,Summer 1995,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,78
958,Fall 1995,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,37
964,Spring 1996,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,87
964,Spring 1996,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
964,Spring 1996,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
966,Summer 1996,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
968,Fall 1996,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,65
968,Fall 1996,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,91
974,Spring 1997,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,64
974,Spring 1997,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,208
976,Summer 1997,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
976,Summer 1997,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,187
978,Fall 1997,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,50
978,Fall 1997,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,13
984,Spring 1998,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,11
984,Spring 1998,EXOP56809,Exoplanet Habitability,EXOP56809_2,Blended (Online & In-Person),1
986,Summer 1998,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,56
986,Summer 1998,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,141
988,Fall 1998,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,150
988,Fall 1998,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,180
988,Fall 1998,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,80
994,Spring 1999,EXOP56809,Exoplanet Habitability,EXOP56809_1,Blended (Online & In-Person),51
994,Spring 1999,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,57
996,Summer 1999,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,119
996,Summer 1999,EXOP56809,Exoplanet Habitability,EXOP56809_2,Independent Studies,81
998,Fall 1999,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,120
998,Fall 1999,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,110
1004,Spring 2000,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,98
1006,Summer 2000,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,51
1008,Fall 2000,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1014,Spring 2001,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,96
1014,Spring 2001,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1016,Summer 2001,EXOP56809,Exoplanet Habitability,EXOP56809_1,Blended (Online & In-Person),24
1018,Fall 2001,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,99
1024,Spring 2002,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,35
1024,Spring 2002,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,96
1024,Spring 2002,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1026,Summer 2002,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,102
1026,Summer 2002,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1026,Summer 2002,EXOP56809,Exoplanet Habitability,EXOP56809_3,Independent Studies,84
1028,Fall 2002,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,58
1028,Fall 2002,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,109
1034,Spring 2003,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1034,Spring 2003,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,66
1034,Spring 2003,EXOP56809,Exoplanet Habitability,EXOP56809_3,Online,1
1036,Summer 2003,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,191
1036,Summer 2003,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,6
1038,Fall 2003,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,22
1038,Fall 2003,EXOP56809,Exoplanet Habitability,EXOP56809_2,Independent Studies,1
1038,Fall 2003,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,78
1044,Spring 2004,EXOP56809,Exoplanet Habitability,EXOP56809_1,Blended (Online & In-Person),27
1044,Spring 2004,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,95
1044,Spring 2004,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,98
1046,Summer 2004,EXOP56809,Exoplanet Habitability,EXOP56809_1,Blended (Online & In-Person),1
1046,Summer 2004,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,1
1046,Summer 2004,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1048,Fall 2004,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,53
1048,Fall 2004,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,59
1054,Spring 2005,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1054,Spring 2005,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1054,Spring 2005,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,16
1056,Summer 2005,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,8
1058,Fall 2005,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1058,Fall 2005,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,59
1058,Fall 2005,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1064,Spring 2006,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,47
1066,Summer 2006,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,36
1068,Fall 2006,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,28
1074,Spring 2007,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1076,Summer 2007,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1076,Summer 2007,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,120
1076,Summer 2007,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,19
1078,Fall 2007,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,1
1078,Fall 2007,EXOP56809,Exoplanet Habitability,EXOP56809_2,Blended (Online & In-Person),164
1082,Jan-08,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1082,Jan-08,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1084,Spring 2008,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,88
1084,Spring 2008,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,1
1086,Summer 2008,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1086,Summer 2008,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,17
1086,Summer 2008,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1088,Fall 2008,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,18
1088,Fall 2008,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,129
1088,Fall 2008,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1092,Jan-09,EXOP56809,Exoplanet Habitability,EXOP56809_1,Blended (Online & In-Person),105
1092,Jan-09,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,12
1092,Jan-09,EXOP56809,Exoplanet Habitability,EXOP56809_3,Independent Studies,44
1094,Spring 2009,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,34
1094,Spring 2009,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1094,Spring 2009,EXOP56809,Exoplanet Habitability,EXOP56809_3,Online Hybrid,1
1096,Summer 2009,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1096,Summer 2009,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,43
1098,Fall 2009,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,51
1098,Fall 2009,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1098,Fall 2009,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1102,Jan-10,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,65
1104,Spring 2010,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,108
1104,Spring 2010,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1106,Summer 2010,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1106,Summer 2010,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,79
1108,Fall 2010,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,14
1108,Fall 2010,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,32
1112,Jan-11,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,89
1112,Jan-11,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,30
1114,Spring 2011,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,73
1114,Spring 2011,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1114,Spring 2011,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,90
1116,Summer 2011,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1116,Summer 2011,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,106
1116,Summer 2011,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,101
1118,Fall 2011,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,2
1118,Fall 2011,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online Hybrid,43
1118,Fall 2011,EXOP56809,Exoplanet Habitability,EXOP56809_3,Blended (Online & In-Person),1
1122,Jan-12,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,62
1124,Spring 2012,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1124,Spring 2012,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,1
1124,Spring 2012,EXOP56809,Exoplanet Habitability,EXOP56809_3,Online,93
1126,Summer 2012,EXOP56809,Exoplanet Habitability,EXOP56809_1,Blended (Online & In-Person),47
1128,Fall 2012,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,11
1128,Fall 2012,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1128,Fall 2012,EXOP56809,Exoplanet Habitability,EXOP56809_3,Independent Studies,1
1132,Jan-13,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1132,Jan-13,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1132,Jan-13,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1134,Spring 2013,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,148
1136,Summer 2013,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,40
1136,Summer 2013,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,118
1136,Summer 2013,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,30
1138,Fall 2013,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,1
1138,Fall 2013,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,98
1138,Fall 2013,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1142,Jan-14,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1142,Jan-14,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,139
1144,Spring 2014,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,1
1146,Summer 2014,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,41
1146,Summer 2014,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,94
1146,Summer 2014,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,43
1148,Fall 2014,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1152,Jan-15,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,12
1154,Spring 2015,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,1
1156,Summer 2015,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,43
1158,Fall 2015,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1162,Jan-16,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1164,Spring 2016,EXOP56809,Exoplanet Habitability,EXOP56809_1,Independent Studies,129
1166,Summer 2016,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,1
1168,Fall 2016,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,156
1172,Jan-17,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1172,Jan-17,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,1
1172,Jan-17,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1174,Spring 2017,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,3
1174,Spring 2017,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1174,Spring 2017,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,7
1176,Summer 2017,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,7
1176,Summer 2017,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,46
1176,Summer 2017,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1178,Fall 2017,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,57
1178,Fall 2017,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,94
1178,Fall 2017,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,38
1182,Jan-18,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,6
1182,Jan-18,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,105
1182,Jan-18,EXOP56809,Exoplanet Habitability,EXOP56809_3,Online Hybrid,1
1184,Spring 2018,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1184,Spring 2018,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,82
1184,Spring 2018,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,79
1186,Summer 2018,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online Hybrid,1
1186,Summer 2018,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,140
1186,Summer 2018,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1188,Fall 2018,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,32
1192,Jan-19,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,39
1192,Jan-19,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online,112
1192,Jan-19,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1194,Spring 2019,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,72
1194,Spring 2019,EXOP56809,Exoplanet Habitability,EXOP56809_2,Independent Studies,1
1194,Spring 2019,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1196,Summer 2019,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1198,Fall 2019,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1198,Fall 2019,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1202,Jan-20,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,134
1204,Spring 2020,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,22
1204,Spring 2020,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1206,Summer 2020,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,148
1206,Summer 2020,EXOP56809,Exoplanet Habitability,EXOP56809_2,Blended (Online & In-Person),1
1208,Fall 2020,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,62
1208,Fall 2020,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online Hybrid,48
1212,Jan-21,EXOP56809,Exoplanet Habitability,EXOP56809_1,Online,70
1212,Jan-21,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1214,Spring 2021,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,71
1214,Spring 2021,EXOP56809,Exoplanet Habitability,EXOP56809_2,Blended (Online & In-Person),13
1216,Summer 2021,EXOP56809,Exoplanet Habitability,EXOP56809_1,Blended (Online & In-Person),13
1218,Fall 2021,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,116
1218,Fall 2021,EXOP56809,Exoplanet Habitability,EXOP56809_2,Online Hybrid,84
1222,Jan-22,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,82
1222,Jan-22,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,114
1222,Jan-22,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,1
1224,Spring 2022,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,89
1224,Spring 2022,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,61
1224,Spring 2022,EXOP56809,Exoplanet Habitability,EXOP56809_3,Blended (Online & In-Person),8
1226,Summer 2022,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1228,Fall 2022,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,32
1228,Fall 2022,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,1
1232,Jan-23,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,1
1232,Jan-23,EXOP56809,Exoplanet Habitability,EXOP56809_2,Blended (Online & In-Person),157
1232,Jan-23,EXOP56809,Exoplanet Habitability,EXOP56809_3,Online Hybrid,1
1234,Spring 2023,EXOP56809,Exoplanet Habitability,EXOP56809_1,In-Person,58
1234,Spring 2023,EXOP56809,Exoplanet Habitability,EXOP56809_2,In-Person,3
1234,Spring 2023,EXOP56809,Exoplanet Habitability,EXOP56809_3,In-Person,70
904,Spring 1990,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,80
904,Spring 1990,INTE94952,Intergalactic Relations,INTE94952_2,In-Person,15
904,Spring 1990,INTE94952,Intergalactic Relations,INTE94952_3,Blended (Online & In-Person),44
906,Summer 1990,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,1
908,Fall 1990,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,1
914,Spring 1991,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,2
914,Spring 1991,INTE94952,Intergalactic Relations,INTE94952_2,In-Person,28
914,Spring 1991,INTE94952,Intergalactic Relations,INTE94952_3,Independent Studies,1
916,Summer 1991,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,1
916,Summer 1991,INTE94952,Intergalactic Relations,INTE94952_2,Blended (Online & In-Person),78
918,Fall 1991,INTE94952,Intergalactic Relations,INTE94952_1,Online,1
924,Spring 1992,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,1
926,Summer 1992,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,39
928,Fall 1992,INTE94952,Intergalactic Relations,INTE94952_1,In-Person,79
928,Fall 1992,INTE94952,Intergalactic Relations,INTE94952_2,Online,24
934,Spring 1993,INTE94952,Intergalactic Relations,INTE94952_1,Independent Studies,30
934,Spring 1993,INTE94952,Intergalactic Relations,INTE94952_2,In-Person,10
934,Spring 1993,INTE94952,Intergalactic Relations,INTE94952_3,Online Hybrid,30
936,Summer 1993,INTE94952,Intergalactic Relations,INTE94952_1,Online,130
