Fake ID,Academic plan code,Academic plan,Degree,Career number,Admit term code,Admit term,Total transferred units,Start effective term code,Start effective term,Completion term code,End effective term code,Semesters,Degree awarded
865,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1144,Spring 2014,60,1144,Spring 2014,1182,1182,15,
865,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1184,Spring 2018,14,1184,Spring 2018,1202,1202,7,BA
866,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1144,Spring 2014,7,1144,Spring 2014,1174,1174,12,
866,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1134,Spring 2013,11,1134,Spring 2013,1162,1162,11,
866,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),3,1098,Fall 2009,2,1098,Fall 2009,1126,1126,11,
867,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1176,Summer 2017,0,1176,Summer 2017,1184,1184,3,
867,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),2,1084,Spring 2008,39,1084,Spring 2008,1102,1102,7,
867,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,1074,Spring 2007,9,1074,Spring 2007,1078,1078,2,
868,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1134,Spring 2013,13,1134,Spring 2013,1186,1186,21,
869,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1024,Spring 2002,0,1024,Spring 2002,1056,1056,13,
869,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1208,Fall 2020,17,1208,Fall 2020,1226,1226,7,
870,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1144,Spring 2014,18,1144,Spring 2014,1156,1156,5,
870,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1124,Spring 2012,21,1124,Spring 2012,1134,1134,4,
870,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1194,Spring 2019,33,1194,Spring 2019,1256,1256,25,
871,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1198,Fall 2019,5,1198,Fall 2019,1212,1212,5,
872,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1136,Summer 2013,0,1136,Summer 2013,1146,1146,4,BA
873,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1136,Summer 2013,8,1136,Summer 2013,1152,1152,6,
873,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1114,Spring 2011,16,1114,Spring 2011,1122,1122,3,
873,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1164,Spring 2016,3,1164,Spring 2016,1198,1198,14,
874,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1164,Spring 2016,52,1164,Spring 2016,1184,1184,8,BS
874,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1126,Summer 2012,15,1126,Summer 2012,1142,1142,6,
875,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,944,Spring 1994,32,944,Spring 1994,974,974,12,
875,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1124,Spring 2012,0,1124,Spring 2012,1158,1158,14,BA
875,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),3,1106,Summer 2010,0,1106,Summer 2010,1144,1144,15,AAS
876,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1214,Spring 2021,61,1214,Spring 2021,1226,1226,5,AAS
876,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1188,Fall 2018,9,1188,Fall 2018,1212,1212,9,
876,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),3,1218,Fall 2021,1,1218,Fall 2021,1248,1248,12,BA
877,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1126,Summer 2012,14,1126,Summer 2012,1152,1152,10,
877,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1186,Summer 2018,43,1186,Summer 2018,1198,1198,5,BS
878,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1214,Spring 2021,10,1214,Spring 2021,1256,1256,17,
878,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1004,Spring 2000,0,1004,Spring 2000,1016,1016,5,AAS
878,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),3,944,Spring 1994,9,944,Spring 1994,946,946,1,AA
879,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1146,Summer 2014,23,1146,Summer 2014,1152,1152,2,
879,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1128,Fall 2012,20,1128,Fall 2012,1168,1168,16,BA
879,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,1158,Fall 2015,0,1158,Fall 2015,1204,1204,18,BA
880,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1138,Fall 2013,33,1138,Fall 2013,1144,1144,2,AAS
880,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1128,Fall 2012,0,1128,Fall 2012,1142,1142,5,BA
880,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1194,Spring 2019,93,1194,Spring 2019,1204,1204,4,
881,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1144,Spring 2014,0,1144,Spring 2014,1148,1148,2,AAS
881,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1056,Summer 2005,0,1056,Summer 2005,1116,1116,24,BS
881,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1138,Fall 2013,17,1138,Fall 2013,1186,1186,19,BS
882,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1138,Fall 2013,32,1138,Fall 2013,1154,1154,6,AAS
883,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1156,Summer 2015,58,1156,Summer 2015,1216,1216,24,
883,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1168,Fall 2016,43,1168,Fall 2016,1188,1188,8,
884,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1124,Spring 2012,0,1124,Spring 2012,1176,1176,21,BS
884,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1096,Summer 2009,86,1096,Summer 2009,1114,1114,7,
884,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1078,Fall 2007,14,1078,Fall 2007,1114,1114,14,
885,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1224,Spring 2022,28,1224,Spring 2022,1244,1244,8,
885,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1208,Fall 2020,14,1208,Fall 2020,1214,1214,2,
886,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1206,Summer 2020,35,1206,Summer 2020,1242,1242,14,AAS
886,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1168,Fall 2016,0,1168,Fall 2016,1182,1182,5,AAS
887,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1156,Summer 2015,2,1156,Summer 2015,1198,1198,17,
887,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1128,Fall 2012,42,1128,Fall 2012,1136,1136,3,BS
887,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1158,Fall 2015,0,1158,Fall 2015,1176,1176,7,
888,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1208,Fall 2020,7,1208,Fall 2020,1242,1242,13,BA
888,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1144,Spring 2014,10,1144,Spring 2014,1174,1174,12,
889,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1098,Fall 2009,0,1098,Fall 2009,1118,1118,8,AA
889,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1138,Fall 2013,75,1138,Fall 2013,1154,1154,6,BA
890,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1108,Fall 2010,5,1108,Fall 2010,1166,1166,23,BS
891,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1218,Fall 2021,38,1218,Fall 2021,1232,1232,5,AAS
891,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1188,Fall 2018,13,1188,Fall 2018,1194,1194,2,AA
891,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,994,Spring 1999,52,994,Spring 1999,1052,1052,23,
892,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1124,Spring 2012,37,1124,Spring 2012,1152,1152,11,
892,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1138,Fall 2013,0,1138,Fall 2013,1152,1152,5,
893,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1074,Spring 2007,12,1074,Spring 2007,1096,1096,9,AA
893,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1124,Spring 2012,24,1124,Spring 2012,1128,1128,2,
893,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,1204,Spring 2020,12,1204,Spring 2020,1238,1238,14,
894,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,944,Spring 1994,24,944,Spring 1994,946,946,1,AA
894,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1128,Fall 2012,13,1128,Fall 2012,1132,1132,1,BA
894,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1164,Spring 2016,35,1164,Spring 2016,1194,1194,12,
895,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1026,Summer 2002,45,1026,Summer 2002,1036,1036,4,
895,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1078,Fall 2007,20,1078,Fall 2007,1114,1114,14,
896,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1118,Fall 2011,109,1118,Fall 2011,1162,1162,17,
897,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1026,Summer 2002,35,1026,Summer 2002,1036,1036,4,
897,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1104,Spring 2010,26,1104,Spring 2010,1146,1146,17,
897,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),3,1128,Fall 2012,28,1128,Fall 2012,1176,1176,19,BS
898,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,974,Spring 1997,22,974,Spring 1997,986,986,5,
898,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1218,Fall 2021,24,1218,Fall 2021,1224,1224,2,
899,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1136,Summer 2013,9,1136,Summer 2013,1164,1164,11,
899,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1128,Fall 2012,0,1128,Fall 2012,1154,1154,10,BS
899,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),3,1194,Spring 2019,36,1194,Spring 2019,1222,1222,11,AA
900,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1128,Fall 2012,35,1128,Fall 2012,1134,1134,2,
900,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1088,Fall 2008,18,1088,Fall 2008,1092,1092,1,
901,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,966,Summer 1996,72,966,Summer 1996,1012,1012,18,BS
901,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1148,Fall 2014,17,1148,Fall 2014,1152,1152,1,
901,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),3,1138,Fall 2013,7,1138,Fall 2013,1156,1156,7,
902,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1196,Summer 2019,38,1196,Summer 2019,1226,1226,12,
902,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,934,Spring 1993,29,934,Spring 1993,986,986,21,
903,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1094,Spring 2009,13,1094,Spring 2009,1108,1108,6,
903,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1198,Fall 2019,15,1198,Fall 2019,1214,1214,6,
903,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1138,Fall 2013,20,1138,Fall 2013,1156,1156,7,
904,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1164,Spring 2016,67,1164,Spring 2016,1204,1204,16,
904,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1188,Fall 2018,6,1188,Fall 2018,1224,1224,14,AAS
905,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1218,Fall 2021,24,1218,Fall 2021,1242,1242,9,
905,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1198,Fall 2019,18,1198,Fall 2019,1232,1232,13,AA
906,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1124,Spring 2012,0,1124,Spring 2012,1136,1136,5,BA
907,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1018,Fall 2001,6,1018,Fall 2001,1036,1036,7,
907,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1186,Summer 2018,39,1186,Summer 2018,1216,1216,12,BA
908,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1134,Spring 2013,0,1134,Spring 2013,1182,1182,19,
908,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1114,Spring 2011,44,1114,Spring 2011,1134,1134,8,
908,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),3,1206,Summer 2020,0,1206,Summer 2020,1232,1232,10,
909,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1166,Summer 2016,0,1166,Summer 2016,1196,1196,12,
909,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1218,Fall 2021,1,1218,Fall 2021,1238,1238,8,
910,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1218,Fall 2021,16,1218,Fall 2021,1246,1246,11,AAS
910,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1224,Spring 2022,29,1224,Spring 2022,1284,1284,24,
910,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1134,Spring 2013,27,1134,Spring 2013,1196,1196,25,
911,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1048,Fall 2004,39,1048,Fall 2004,1062,1062,5,
911,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1128,Fall 2012,5,1128,Fall 2012,1158,1158,12,
912,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1146,Summer 2014,66,1146,Summer 2014,1184,1184,15,AAS
912,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1124,Spring 2012,28,1124,Spring 2012,1128,1128,2,
912,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),3,1124,Spring 2012,15,1124,Spring 2012,1162,1162,15,BA
913,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1156,Summer 2015,0,1156,Summer 2015,1176,1176,8,BA
913,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,828,Fall 1982,0,828,Fall 1982,844,844,6,AAS
914,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1174,Spring 2017,67,1174,Spring 2017,1228,1228,22,
915,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1124,Spring 2012,41,1124,Spring 2012,1136,1136,5,
915,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1158,Fall 2015,35,1158,Fall 2015,1212,1212,21,
915,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,946,Summer 1994,31,946,Summer 1994,948,948,1,
916,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1208,Fall 2020,25,1208,Fall 2020,1244,1244,14,AA
917,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1126,Summer 2012,22,1126,Summer 2012,1178,1178,21,BS
917,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1204,Spring 2020,0,1204,Spring 2020,1258,1258,22,
917,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1168,Fall 2016,0,1168,Fall 2016,1198,1198,12,
918,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,926,Summer 1992,0,926,Summer 1992,968,968,17,BA
919,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1158,Fall 2015,22,1158,Fall 2015,1182,1182,9,BS
920,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1208,Fall 2020,34,1208,Fall 2020,1248,1248,16,
920,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1214,Spring 2021,39,1214,Spring 2021,1218,1218,2,
920,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,938,Fall 1993,26,938,Fall 1993,972,972,13,BA
921,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1198,Fall 2019,51,1198,Fall 2019,1222,1222,9,AAS
921,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1016,Summer 2001,0,1016,Summer 2001,1074,1074,23,
921,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1204,Spring 2020,37,1204,Spring 2020,1228,1228,10,
922,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1146,Summer 2014,21,1146,Summer 2014,1148,1148,1,
922,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,1204,Spring 2020,27,1204,Spring 2020,1208,1208,2,
923,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1016,Summer 2001,28,1016,Summer 2001,1078,1078,25,
923,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1168,Fall 2016,50,1168,Fall 2016,1206,1206,15,BS
923,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,994,Spring 1999,0,994,Spring 1999,1032,1032,15,
924,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1224,Spring 2022,59,1224,Spring 2022,1258,1258,14,
925,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1158,Fall 2015,33,1158,Fall 2015,1174,1174,6,
925,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,1166,Summer 2016,0,1166,Summer 2016,1178,1178,5,BS
925,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1198,Fall 2019,0,1198,Fall 2019,1214,1214,6,AAS
926,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,954,Spring 1995,28,954,Spring 1995,1002,1002,19,BS
926,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,944,Spring 1994,5,944,Spring 1994,956,956,5,AAS
927,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1184,Spring 2018,17,1184,Spring 2018,1198,1198,6,AA
928,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1168,Fall 2016,38,1168,Fall 2016,1174,1174,2,
928,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,988,Fall 1998,18,988,Fall 1998,1032,1032,17,
929,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1096,Summer 2009,64,1096,Summer 2009,1098,1098,1,
930,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1224,Spring 2022,56,1224,Spring 2022,1228,1228,2,
931,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1188,Fall 2018,7,1188,Fall 2018,1206,1206,7,
931,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1208,Fall 2020,26,1208,Fall 2020,1214,1214,2,
932,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1124,Spring 2012,28,1124,Spring 2012,1126,1126,1,
932,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,924,Spring 1992,31,924,Spring 1992,962,962,15,
932,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1108,Fall 2010,56,1108,Fall 2010,1146,1146,15,AAS
933,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1144,Spring 2014,35,1144,Spring 2014,1164,1164,8,
934,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,986,Summer 1998,12,986,Summer 1998,1008,1008,9,AA
934,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),2,1108,Fall 2010,0,1108,Fall 2010,1146,1146,15,
934,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),3,1036,Summer 2003,0,1036,Summer 2003,1082,1082,18,BS
935,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1018,Fall 2001,22,1018,Fall 2001,1036,1036,7,AAS
936,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1154,Spring 2015,0,1154,Spring 2015,1166,1166,5,
936,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1188,Fall 2018,0,1188,Fall 2018,1214,1214,10,AA
937,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1154,Spring 2015,13,1154,Spring 2015,1204,1204,20,
937,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1126,Summer 2012,0,1126,Summer 2012,1154,1154,11,
937,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1224,Spring 2022,38,1224,Spring 2022,1256,1256,13,
938,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1048,Fall 2004,14,1048,Fall 2004,1092,1092,17,
938,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1194,Spring 2019,58,1194,Spring 2019,1206,1206,5,AAS
